Diesel,Electric,Hybrid,Other,Petrol,Automatic,Manual,Other,Semi-Auto,year,price,mileage,tax,mpg,engineSize
0,0,1,0,0,0,0,0,1,2020,27980,105,145,52.3,2.0
0,0,0,0,1,0,0,0,1,2020,28990,103,145,50.4,2.0
1,0,0,0,0,0,0,0,1,2018,18500,30749,145,60.1,2.0
1,0,0,0,0,0,1,0,0,2018,14724,24676,145,62.8,2.0
0,0,1,0,0,1,0,0,0,2016,16482,43695,0,470.8,0.0
0,0,0,0,1,0,0,0,1,2014,17998,17787,260,37.2,3.0
1,0,0,0,0,0,0,0,1,2019,29998,8421,150,52.3,2.0
0,0,0,0,1,1,0,0,0,2019,24490,4469,145,48.7,2.0
0,0,0,0,1,0,1,0,0,2019,19490,5512,145,42.8,1.5
0,0,0,0,1,0,1,0,0,2019,18480,10250,145,42.2,1.5
1,0,0,0,0,0,0,0,1,2018,21980,10030,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2020,20980,13,145,50.4,1.5
0,0,0,0,1,0,0,0,1,2019,49980,934,150,34.0,3.0
0,0,0,0,1,0,0,0,1,2016,18990,11538,200,39.8,3.0
1,0,0,0,0,0,1,0,0,2019,24990,3271,145,64.2,2.0
1,0,0,0,0,0,0,0,1,2019,49990,102,150,37.7,3.0
1,0,0,0,0,0,0,0,1,2015,15980,38403,125,58.9,2.0
1,0,0,0,0,0,1,0,0,2020,24990,101,150,56.5,2.0
0,0,1,0,0,0,0,0,1,2020,33850,103,150,44.8,2.0
0,0,0,0,1,0,0,0,1,2015,15990,46486,150,48.7,2.0
0,0,0,0,1,0,0,0,1,2020,34990,103,150,34.0,2.0
0,0,0,0,1,0,0,0,1,2020,34990,101,150,37.2,2.0
1,0,0,0,0,0,0,0,1,2016,15990,39024,30,65.7,2.0
1,0,0,0,0,0,0,0,1,2018,21850,29101,145,65.7,2.0
1,0,0,0,0,0,1,0,0,2019,21990,1834,145,56.5,2.0
1,0,0,0,0,0,1,0,0,2017,17450,22661,150,62.8,1.5
0,0,0,0,1,0,0,0,1,2019,35990,21767,150,34.5,3.0
1,0,0,0,0,0,1,0,0,2020,23990,3399,150,53.3,2.0
0,0,1,0,0,0,0,0,1,2020,27990,105,145,49.6,2.0
1,0,0,0,0,0,1,0,0,2020,23990,105,145,56.5,2.0
1,0,0,0,0,0,0,0,1,2020,24490,105,145,65.7,2.0
0,0,1,0,0,0,0,0,1,2020,28990,103,145,62.8,2.0
1,0,0,0,0,0,0,0,1,2019,28750,3858,145,52.3,2.0
1,0,0,0,0,0,0,0,1,2014,12995,38094,30,62.8,2.0
1,0,0,0,0,0,1,0,0,2016,14990,31915,20,68.9,2.0
1,0,0,0,0,0,1,0,0,2015,15780,33636,145,55.4,2.0
0,0,0,0,1,0,0,0,1,2020,26990,104,145,50.4,2.0
1,0,0,0,0,0,0,0,1,2019,26790,9535,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2015,16980,27142,30,65.7,2.0
1,0,0,0,0,0,1,0,0,2016,12990,37179,30,65.7,2.0
0,0,0,0,1,0,0,0,1,2020,25990,101,145,40.4,2.0
1,0,0,0,0,0,0,0,1,2020,31490,105,145,51.4,2.0
0,0,0,0,1,0,0,0,1,2020,47950,105,145,32.5,3.0
0,0,0,0,1,0,0,0,1,2019,23780,5831,145,40.4,1.5
1,0,0,0,0,0,1,0,0,2020,22990,101,145,58.9,2.0
0,0,0,0,1,0,0,0,1,2020,30990,105,145,38.7,2.0
0,0,0,0,1,0,0,0,1,2020,26450,2095,145,40.4,2.0
0,0,0,0,1,0,0,0,1,2019,23995,2129,145,45.6,2.0
0,0,0,0,1,0,0,0,1,2019,42485,5486,145,34.0,3.0
0,0,0,0,1,0,0,0,1,2016,26580,15668,260,35.8,3.0
1,0,0,0,0,0,0,0,1,2019,50990,4729,145,37.7,3.0
0,0,0,0,1,0,0,0,1,2018,22440,18501,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,23980,6251,145,62.8,2.0
0,0,0,0,1,0,0,0,1,2019,23750,2791,145,45.6,2.0
0,0,0,0,1,0,0,0,1,2020,23990,1743,150,50.4,1.5
0,0,0,0,1,0,0,0,1,2020,23990,1576,150,38.7,2.0
1,0,0,0,0,0,1,0,0,2019,27450,2039,145,54.3,2.0
1,0,0,0,0,0,1,0,0,2019,28990,104,145,54.3,2.0
1,0,0,0,0,0,1,0,0,2019,27490,105,145,40.4,2.0
0,0,0,0,1,0,0,0,1,2020,30990,101,145,38.7,2.0
1,0,0,0,0,0,0,0,1,2020,45990,7724,145,37.2,3.0
1,0,0,0,0,0,0,0,1,2020,37990,5875,145,45.6,3.0
1,0,0,0,0,0,0,0,1,2020,55890,3340,145,34.9,3.0
1,0,0,0,0,0,0,0,1,2019,24990,102,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2019,20950,11757,145,47.9,2.0
1,0,0,0,0,0,1,0,0,2019,15990,10069,145,72.4,1.5
1,0,0,0,0,0,0,0,1,2018,23450,11594,145,58.9,2.0
1,0,0,0,0,0,0,0,1,2017,22990,15985,150,65.7,2.0
0,0,0,0,1,0,0,0,1,2017,21980,16718,150,39.8,3.0
1,0,0,0,0,0,0,0,1,2020,37990,6992,150,54.3,2.0
1,0,0,0,0,0,0,0,1,2017,32990,19311,150,47.1,3.0
0,0,0,0,1,0,0,0,1,2020,44995,101,150,29.1,3.0
1,0,0,0,0,1,0,0,0,2019,24950,1241,145,62.8,2.0
1,0,0,0,0,1,0,0,0,2019,44875,11918,145,37.7,3.0
1,0,0,0,0,0,0,0,1,2019,28950,4416,145,52.3,2.0
1,0,0,0,0,0,1,0,0,2019,24990,4697,145,64.2,2.0
1,0,0,0,0,0,0,0,1,2018,29980,5458,145,56.5,2.0
0,0,0,0,1,0,0,0,1,2019,48940,13,145,32.5,3.0
0,0,0,0,1,0,0,0,1,2020,59990,5490,145,31.7,3.0
0,0,0,0,1,0,0,0,1,2020,33850,103,145,37.2,2.0
1,0,0,0,0,0,0,0,1,2020,24850,101,145,52.3,2.0
0,0,0,0,1,0,0,0,1,2020,26990,102,145,52.3,2.0
0,0,1,0,0,0,0,0,1,2020,29990,103,145,60.1,2.0
0,0,0,0,1,0,0,0,1,2019,24640,5627,145,47.9,2.0
1,0,0,0,0,0,0,0,1,2019,26350,8351,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,26350,6360,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,26350,12241,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,24975,7670,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,24890,3616,145,61.4,2.0
1,0,0,0,0,0,0,0,1,2016,24950,30205,200,47.1,3.0
1,0,0,0,0,0,0,0,1,2020,38990,105,145,53.3,3.0
1,0,0,0,0,0,0,0,1,2019,23975,9872,145,61.4,2.0
1,0,0,0,0,0,0,0,1,2018,37790,16334,145,40.9,3.0
0,0,0,0,1,0,0,0,1,2020,22990,13,145,47.9,2.0
1,0,0,0,0,0,0,0,1,2020,25980,101,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2019,28790,5628,145,44.8,2.0
0,0,0,0,1,0,0,0,1,2019,23980,1989,145,47.9,2.0
1,0,0,0,0,0,0,0,1,2019,26340,5441,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,28450,8114,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,26350,7460,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2019,28790,5559,145,44.8,2.0
1,0,0,0,0,0,0,0,1,2017,19990,36779,145,62.8,2.0
1,0,0,0,0,0,0,0,1,2017,23990,18224,145,53.3,3.0
0,0,0,0,1,0,0,0,1,2019,24775,103,145,39.2,2.0
1,0,0,0,0,0,0,0,1,2019,31450,2804,145,52.3,2.0
1,0,0,0,0,0,0,0,1,2019,32990,4327,145,49.6,2.0
0,0,1,0,0,0,0,0,1,2020,33990,3704,145,49.6,2.0
1,0,0,0,0,0,0,0,1,2020,42990,3698,145,43.5,3.0
0,0,0,0,1,0,0,0,1,2018,21980,17503,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,26950,4269,145,60.1,2.0
1,0,0,0,0,0,0,0,1,2019,23490,19,145,49.6,2.0
0,0,0,0,1,1,0,0,0,2019,31450,13,145,48.7,2.0
1,0,0,0,0,1,0,0,0,2019,33950,12,145,53.3,3.0
0,0,0,0,1,0,0,0,1,2019,41945,102,145,34.0,3.0
1,0,0,0,0,0,0,0,1,2020,52990,5899,145,37.7,3.0
1,0,0,0,0,0,0,0,1,2016,17990,26656,125,57.6,2.0
1,0,0,0,0,1,0,0,0,2013,17990,53102,300,38.2,3.0
0,0,0,0,1,0,0,0,1,2019,31450,3965,145,40.9,2.0
1,0,0,0,0,0,0,0,1,2013,12220,73312,160,50.4,2.0
1,0,0,0,0,0,0,0,1,2018,18998,35722,150,62.8,2.0
0,0,0,0,1,0,1,0,0,2019,15498,9391,145,38.7,1.5
1,0,0,0,0,0,1,0,0,2018,16998,11784,145,49.6,2.0
1,0,0,0,0,0,1,0,0,2019,17498,11211,150,70.6,1.5
0,0,0,0,1,1,0,0,0,2019,20147,4393,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2015,12950,54386,30,62.8,2.0
1,0,0,0,0,1,0,0,0,2015,15995,33003,145,56.5,3.0
0,0,0,0,1,0,0,0,1,2017,19300,22945,145,48.7,2.0
1,0,0,0,0,1,0,0,0,2019,26980,17,145,55.4,3.0
1,0,0,0,0,1,0,0,0,2016,29980,38494,200,47.1,3.0
1,0,0,0,0,1,0,0,0,2019,30780,4464,145,54.3,2.0
1,0,0,0,0,0,0,0,1,2019,38980,4025,150,43.5,3.0
0,0,0,0,1,0,1,0,0,2015,17990,18089,205,41.5,2.0
1,0,0,0,0,0,0,0,1,2019,24480,8950,145,57.7,2.0
0,0,0,0,1,0,0,0,1,2018,24980,32785,145,41.5,3.0
0,0,0,0,1,0,0,0,1,2019,27890,4884,145,44.8,2.0
0,0,0,0,1,0,0,0,1,2019,27890,5490,145,44.8,2.0
1,0,0,0,0,0,0,0,1,2019,56980,9192,145,33.6,3.0
1,0,0,0,0,0,0,0,1,2014,13990,20402,30,64.2,2.0
1,0,0,0,0,1,0,0,0,2017,32990,31500,145,47.1,3.0
0,0,0,0,1,0,0,0,1,2020,34490,6,145,42.8,2.0
1,0,0,0,0,0,0,0,1,2019,26980,10405,150,52.3,2.0
0,0,0,0,1,0,0,0,1,2020,56990,3242,150,33.6,3.0
1,0,0,0,0,0,0,0,1,2019,40990,9330,150,36.7,3.0
1,0,0,0,0,0,0,0,1,2019,36980,2294,150,40.9,3.0
1,0,0,0,0,0,0,0,1,2019,30980,8215,150,50.4,3.0
1,0,0,0,0,0,0,0,1,2019,30490,4984,150,49.6,3.0
1,0,0,0,0,0,0,0,1,2019,23490,7041,150,60.1,2.0
1,0,0,0,0,0,0,0,1,2019,34980,5253,150,54.3,2.0
1,0,0,0,0,0,0,0,1,2019,28780,5321,150,50.4,2.0
0,0,0,0,1,0,0,0,1,2018,23990,4664,150,39.8,3.0
1,0,0,0,0,0,0,0,1,2019,36490,8432,150,42.8,2.0
1,0,0,0,0,0,1,0,0,2019,19980,15,145,72.4,1.5
1,0,0,0,0,0,1,0,0,2019,20980,15,145,68.9,2.0
1,0,0,0,0,0,0,0,1,2019,24490,9531,150,64.2,2.0
1,0,0,0,0,0,0,0,1,2019,24490,4954,150,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,28980,3169,150,53.3,3.0
0,0,0,0,1,0,0,0,1,2019,31990,6313,150,41.5,2.0
1,0,0,0,0,0,0,0,1,2019,25590,8268,150,60.1,2.0
1,0,0,0,0,0,0,0,1,2019,25990,7164,150,60.1,2.0
0,0,0,0,1,0,0,0,1,2019,26480,9385,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,26490,8785,145,50.4,2.0
0,0,0,0,1,0,0,0,1,2019,48990,6046,145,27.2,3.0
0,0,0,0,1,1,0,0,0,2019,41490,123,145,34.0,3.0
0,0,0,0,1,1,0,0,0,2019,22980,15,145,53.3,1.5
1,0,0,0,0,0,0,0,1,2019,24980,1652,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2015,29990,26637,300,34.0,3.0
1,0,0,0,0,1,0,0,0,2019,32980,9509,145,53.3,3.0
0,0,0,0,1,0,0,0,1,2019,37890,4713,145,34.9,3.0
0,0,0,0,1,0,0,0,1,2020,26980,2501,150,38.7,2.0
1,0,0,0,0,0,0,0,1,2019,34980,5014,150,54.3,2.0
1,0,0,0,0,0,0,0,1,2019,24480,8026,145,53.3,2.0
1,0,0,0,0,0,0,0,1,2016,15990,31200,20,68.9,2.0
0,0,0,0,1,0,0,0,1,2019,27990,4292,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2015,15990,29952,30,62.8,2.0
1,0,0,0,0,0,0,0,1,2019,33980,5427,145,54.3,2.0
1,0,0,0,0,0,0,0,1,2020,25980,23,145,61.4,2.0
0,0,0,0,1,0,0,0,1,2020,29490,13,145,38.7,2.0
0,0,0,0,1,0,0,0,1,2014,12490,9024,125,50.4,1.6
1,0,0,0,0,1,0,0,0,2016,20490,30715,125,57.6,2.0
1,0,0,0,0,0,0,0,1,2019,45980,9617,145,37.7,3.0
1,0,0,0,0,0,0,0,1,2018,23290,26715,150,68.9,2.0
0,0,0,0,1,0,0,0,1,2017,21980,24965,150,39.8,3.0
1,0,0,0,0,0,0,0,1,2019,23480,18980,150,58.9,2.0
1,0,0,0,0,0,0,0,1,2017,23990,40010,150,49.6,3.0
1,0,0,0,0,0,0,0,1,2019,40980,3082,150,36.7,3.0
0,0,0,0,1,0,0,0,1,2019,29490,3069,150,34.5,2.0
0,0,0,0,1,0,0,0,1,2016,16490,27402,150,47.9,2.0
1,0,0,0,0,1,0,0,0,2019,38480,4816,145,43.5,3.0
0,0,0,0,1,1,0,0,0,2019,58990,3948,145,33.2,3.0
0,0,0,0,1,0,0,0,1,2019,26980,4484,145,39.2,2.0
0,0,0,0,1,0,0,0,1,2019,28990,2714,145,39.2,2.0
0,0,0,0,1,1,0,0,0,2019,31980,123,145,41.5,2.0
0,0,0,0,1,1,0,0,0,2019,30480,123,145,38.2,3.0
0,0,0,0,1,1,0,0,0,2016,23480,27214,200,41.5,3.0
1,0,0,0,0,0,0,0,1,2019,18940,7632,145,68.9,1.5
0,0,0,0,1,0,0,0,1,2019,23490,6567,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,25480,9309,145,57.7,2.0
0,0,0,0,1,0,1,0,0,2017,15490,22723,150,48.7,2.0
1,0,0,0,0,0,1,0,0,2019,18980,8328,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,27480,1178,145,51.4,2.0
0,0,0,0,1,0,0,0,1,2019,25900,8010,145,45.6,2.0
0,0,0,0,1,0,0,0,1,2019,27780,5490,145,38.7,2.0
1,0,0,0,0,1,0,0,0,2019,22990,8452,145,61.4,2.0
1,0,0,0,0,0,0,0,1,2019,20490,8171,145,51.4,2.0
1,0,0,0,0,0,0,0,1,2019,20690,8841,145,51.4,2.0
1,0,0,0,0,0,0,0,1,2019,20490,3578,145,51.4,2.0
1,0,0,0,0,0,0,0,1,2019,24990,4990,145,62.8,2.0
0,0,0,0,1,0,0,0,1,2019,19780,12320,145,40.9,1.5
1,0,0,0,0,0,0,0,1,2019,19990,7891,145,65.7,2.0
0,0,0,0,1,1,0,0,0,2019,23490,7561,145,47.9,2.0
1,0,0,0,0,1,0,0,0,2019,29980,11919,145,60.1,2.0
1,0,0,0,0,0,1,0,0,2019,18480,10302,145,70.6,1.5
0,0,0,0,1,0,1,0,0,2019,20980,6215,145,44.1,1.5
0,0,0,0,1,0,0,0,1,2020,20980,11,145,50.4,1.5
1,0,0,0,0,0,0,0,1,2019,19980,12166,145,67.3,2.0
1,0,0,0,0,0,0,0,1,2017,18490,32500,150,64.2,2.0
1,0,0,0,0,0,0,0,1,2016,18490,15634,125,57.6,2.0
0,0,0,0,1,0,1,0,0,2018,18480,3580,145,52.3,1.5
1,0,0,0,0,0,0,0,1,2019,30980,4003,145,55.4,2.0
1,0,0,0,0,1,0,0,0,2016,18990,17944,30,65.7,2.0
0,0,0,0,1,1,0,0,0,2018,18990,28970,145,45.6,2.0
1,0,0,0,0,1,0,0,0,2017,22998,14459,145,65.7,2.0
0,0,0,0,1,0,1,0,0,2019,15980,4968,145,53.3,1.5
1,0,0,0,0,0,0,0,1,2019,26980,6506,145,52.3,2.0
0,0,1,0,0,0,0,0,1,2019,72990,4799,140,188.3,3.0
1,0,0,0,0,1,0,0,0,2014,26990,37563,205,47.1,3.0
1,0,0,0,0,0,0,0,1,2015,20490,46659,160,49.6,3.0
1,0,0,0,0,0,0,0,1,2017,24470,15335,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2019,30190,20792,145,30.4,2.0
0,0,0,0,1,0,0,0,1,2016,20701,27749,200,39.8,3.0
1,0,0,0,0,0,0,0,1,2018,19998,59348,150,57.6,2.0
0,0,0,0,1,0,0,0,1,2017,20998,15010,145,39.8,3.0
0,0,0,0,1,0,0,0,1,2017,19845,20000,205,39.8,3.0
1,0,0,0,0,1,0,0,0,2016,19499,12389,125,57.6,2.0
0,0,0,0,1,0,0,0,1,2019,31800,2188,150,34.9,2.0
1,0,0,0,0,0,0,0,1,2017,23680,6147,145,60.1,2.0
1,0,0,0,0,0,0,0,1,2019,26800,3979,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2019,25990,4357,145,60.1,2.0
1,0,0,0,0,0,0,0,1,2019,58940,1135,145,40.4,3.0
1,0,0,0,0,0,1,0,0,2016,11985,22054,20,72.4,1.5
1,0,0,0,0,1,0,0,0,2016,27785,49092,200,47.1,3.0
1,0,0,0,0,0,0,0,1,2016,20390,11454,160,51.4,3.0
0,0,0,0,1,0,0,0,1,2018,21415,14299,145,48.7,2.0
1,0,0,0,0,0,1,0,0,2016,14270,40358,30,65.7,2.0
0,0,0,0,1,0,0,0,1,2019,31190,14594,145,30.4,2.0
0,0,0,0,1,0,0,0,1,2019,26690,8140,145,35.3,2.0
0,0,0,0,1,0,0,0,1,2019,37980,2459,145,34.9,3.0
1,0,0,0,0,0,1,0,0,2019,26480,2236,145,54.3,2.0
0,0,0,0,1,0,0,0,1,2019,20980,6235,145,50.4,1.5
1,0,0,0,0,0,0,0,1,2019,52700,706,145,44.1,3.0
0,0,0,0,1,0,1,0,0,2019,24490,7645,145,41.5,1.5
0,0,0,0,1,0,1,0,0,2019,21990,7734,145,41.5,1.5
1,0,0,0,0,0,0,0,1,2019,17990,9401,145,56.5,1.5
1,0,0,0,0,0,0,0,1,2019,24790,10058,145,52.3,2.0
1,0,0,0,0,0,0,0,1,2020,34975,5,145,48.7,2.0
0,0,0,0,1,0,0,0,1,2019,27480,3910,145,42.2,2.0
0,0,0,0,1,0,0,0,1,2019,25900,6930,145,42.2,2.0
1,0,0,0,0,1,0,0,0,2019,21970,9846,145,65.7,2.0
0,0,0,0,1,1,0,0,0,2019,28480,6178,145,41.5,2.0
1,0,0,0,0,0,1,0,0,2019,19490,7990,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2017,18980,26284,145,62.8,2.0
1,0,0,0,0,1,0,0,0,2019,23980,6351,145,61.4,2.0
0,0,0,0,1,0,0,0,1,2019,26495,10922,145,41.5,2.0
0,0,0,0,1,0,0,0,1,2015,13440,66471,145,47.9,1.6
0,0,0,0,1,1,0,0,0,2017,19980,25154,200,39.8,3.0
0,0,0,0,1,0,0,0,1,2019,26480,5983,145,47.9,2.0
1,0,0,0,0,1,0,0,0,2019,41980,5769,145,37.2,3.0
0,0,0,0,1,0,0,0,1,2019,21220,19494,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2019,61895,1629,145,34.9,3.0
0,0,0,0,1,0,0,0,1,2020,40195,103,145,34.0,2.0
0,0,0,0,1,0,0,0,1,2020,45000,2500,145,33.6,3.0
1,0,0,0,0,0,0,0,1,2019,61083,2151,145,33.6,3.0
1,0,0,0,0,0,0,0,1,2019,65000,3670,145,33.6,3.0
0,0,0,0,1,0,0,0,1,2019,28000,3102,145,50.4,2.0
0,0,0,0,1,0,0,0,1,2016,30990,27523,300,34.0,3.0
1,0,0,0,0,0,0,0,1,2017,22310,17905,145,57.6,2.0
0,0,0,0,1,0,0,0,1,2017,16490,7910,145,53.3,1.5
0,0,0,0,1,0,0,0,1,2019,26480,4117,145,47.9,2.0
0,0,0,0,1,0,1,0,0,2019,19980,2568,145,52.3,1.5
0,0,0,0,1,0,0,0,1,2019,25890,5385,145,35.3,2.0
0,0,0,0,1,0,0,0,1,2019,27980,2055,145,39.2,2.0
0,0,0,0,1,0,0,0,1,2016,19780,14041,160,45.6,2.0
0,0,0,0,1,1,0,0,0,2019,21480,7141,145,40.4,2.0
0,0,0,0,1,0,0,0,1,2019,37980,4873,145,34.9,3.0
1,0,0,0,0,0,1,0,0,2016,13900,21291,30,65.7,2.0
1,0,0,0,0,0,0,0,1,2017,15995,19000,20,68.9,1.5
1,0,0,0,0,0,0,0,1,2016,21550,42255,200,47.9,3.0
0,0,0,0,1,0,0,0,1,2017,19997,15333,160,45.6,2.0
0,0,0,0,1,0,0,0,1,2017,22490,15985,145,39.8,3.0
0,0,0,0,1,0,0,0,1,2019,22990,9420,145,48.7,2.0
1,0,0,0,0,0,0,0,1,2017,23490,24927,145,53.3,3.0
1,0,0,0,0,0,0,0,1,2016,20695,44414,145,54.3,2.0
1,0,0,0,0,0,0,0,1,2016,24490,8814,160,50.4,3.0
0,0,0,0,1,0,0,0,1,2014,10995,75500,160,44.8,2.0
1,0,0,0,0,0,1,0,0,2016,13995,37648,30,64.2,2.0
0,0,0,0,1,0,1,0,0,2016,12995,41500,145,48.7,2.0
0,0,0,0,1,0,1,0,0,2016,15495,36800,160,46.3,2.0
1,0,0,0,0,0,1,0,0,2016,9895,61800,20,72.4,1.5
1,0,0,0,0,1,0,0,0,2016,11590,86500,20,70.6,2.0
1,0,0,0,0,0,1,0,0,2013,6395,93000,0,74.3,1.6
0,0,0,0,1,0,0,0,1,2019,20975,5466,145,39.2,1.5
1,0,0,0,0,0,1,0,0,2017,15298,23205,30,65.7,2.0
0,0,1,0,0,0,0,0,1,2016,15998,46649,0,134.5,2.0
1,0,0,0,0,0,1,0,0,2016,10170,32015,20,74.3,1.5
0,0,0,0,1,0,0,0,1,2017,34890,32329,145,34.0,3.0
1,0,0,0,0,0,0,0,1,2016,14220,3866,20,72.4,1.5
1,0,0,0,0,0,0,0,1,2015,13491,38436,125,60.1,2.0
1,0,0,0,0,0,1,0,0,2015,10490,77963,30,65.7,2.0
1,0,0,0,0,0,0,0,1,2014,12681,54931,125,60.1,2.0
0,0,0,0,1,0,1,0,0,2013,10391,31144,150,50.4,1.6
1,0,0,0,0,0,0,0,1,2017,23495,8213,150,62.8,2.0
0,0,0,0,1,0,1,0,0,2016,16990,24618,300,35.3,3.0
1,0,0,0,0,1,0,0,0,2016,20850,44950,200,47.1,3.0
0,0,0,0,1,0,0,0,1,2015,17271,37873,235,37.7,3.0
0,0,0,0,1,0,0,0,1,2013,11280,29496,200,43.5,2.0
1,0,0,0,0,0,1,0,0,2014,9037,40175,30,65.7,2.0
1,0,0,0,0,0,1,0,0,2013,9470,40812,160,51.4,2.0
1,0,0,0,0,0,1,0,0,2019,24450,1391,145,60.1,2.0
1,0,0,0,0,1,0,0,0,2019,28980,5685,145,52.3,3.0
1,0,0,0,0,0,0,0,1,2016,20490,34306,145,54.3,2.0
1,0,0,0,0,0,0,0,1,2018,24995,5823,145,49.6,2.0
0,0,0,0,1,0,1,0,0,2016,14990,24488,125,53.3,1.5
0,0,0,0,1,0,0,0,1,2017,23490,7918,145,39.8,3.0
1,0,0,0,0,0,1,0,0,2017,13659,30641,20,70.6,1.5
1,0,0,0,0,1,0,0,0,2016,17495,20685,30,65.7,2.0
1,0,0,0,0,0,0,0,1,2016,16591,46500,160,52.3,3.0
1,0,0,0,0,0,1,0,0,2015,8691,70067,20,68.9,2.0
1,0,0,0,0,0,0,0,1,2013,16640,54483,160,51.4,3.0
1,0,0,0,0,1,0,0,0,2016,15230,59058,160,51.4,3.0
1,0,0,0,0,0,1,0,0,2016,15037,29890,125,60.1,2.0
1,0,0,0,0,0,0,0,1,2018,18250,26173,145,60.1,2.0
1,0,0,0,0,1,0,0,0,2016,12900,42666,0,74.3,2.0
0,0,0,0,1,0,1,0,0,2020,24980,25,145,52.3,1.5
0,0,0,0,1,0,1,0,0,2020,24290,103,145,52.3,1.5
1,0,0,0,0,0,0,0,1,2019,29950,104,145,52.3,2.0
1,0,0,0,0,1,0,0,0,2019,21980,3935,145,68.9,2.0
0,0,0,0,1,1,0,0,0,2019,22990,2766,145,50.4,2.0
1,0,0,0,0,0,1,0,0,2019,23975,6907,145,68.9,2.0
1,0,0,0,0,1,0,0,0,2019,27480,5241,145,50.4,2.0
0,0,0,0,1,0,1,0,0,2019,21975,3513,145,52.3,1.5
1,0,0,0,0,0,1,0,0,2015,8697,73785,30,61.4,2.0
1,0,0,0,0,0,0,0,1,2015,13995,37798,30,64.2,2.0
0,0,0,0,1,0,0,0,1,2016,18750,21105,235,37.7,3.0
1,0,0,0,0,0,1,0,0,2018,16695,7948,145,65.7,2.0
1,0,0,0,0,0,0,0,1,2016,20090,45734,145,54.3,2.0
1,0,0,0,0,0,1,0,0,2016,13990,37550,30,62.8,2.0
0,0,0,0,1,0,1,0,0,2016,14490,25863,125,52.3,1.5
1,0,0,0,0,0,1,0,0,2017,15990,30800,145,62.8,2.0
1,0,0,0,0,1,0,0,0,2015,26895,35228,160,50.4,2.0
0,0,0,0,1,0,0,0,1,2019,23591,6100,145,45.6,2.0
1,0,0,0,0,0,0,0,1,2016,17391,54584,160,51.4,3.0
1,0,0,0,0,0,0,0,1,2019,23895,38231,145,52.3,2.0
1,0,0,0,0,0,0,0,1,2019,24895,21656,145,52.3,2.0
1,0,0,0,0,0,0,0,1,2018,21895,34384,145,55.4,3.0
0,0,0,0,1,0,0,0,1,2017,17895,15500,150,48.7,2.0
0,0,1,0,0,1,0,0,0,2015,14285,65800,0,470.8,0.0
1,0,0,0,0,0,0,0,1,2015,18980,26762,165,51.4,3.0
0,0,0,0,1,0,0,0,1,2020,26480,13,150,42.2,2.0
0,0,0,0,1,0,0,0,1,2018,18980,1600,150,51.4,2.0
0,0,0,0,1,0,0,0,1,2018,25295,9500,145,39.8,3.0
0,0,0,0,1,0,0,0,1,2020,20980,10,145,50.4,1.5
0,0,0,0,1,0,0,0,1,2019,28990,5000,145,48.7,2.0
1,0,0,0,0,1,0,0,0,2013,20140,63583,200,45.6,3.0
0,0,0,0,1,0,0,0,1,2018,22397,2570,145,37.7,2.0
1,0,0,0,0,0,1,0,0,2016,17261,29863,125,58.9,2.0
1,0,0,0,0,0,0,0,1,2015,123456,33419,20,68.9,2.0
0,0,0,0,1,0,0,0,1,2019,26922,3853,145,41.5,2.0
1,0,0,0,0,1,0,0,0,2016,14761,14209,0,74.3,2.0
1,0,0,0,0,0,0,0,1,2016,14595,41695,30,62.8,2.0
1,0,0,0,0,0,0,0,1,2019,24895,21730,145,52.3,2.0
1,0,0,0,0,0,1,0,0,2017,11998,70067,145,68.9,2.0
0,0,0,0,1,0,0,0,1,2017,21298,25533,145,48.7,2.0
1,0,0,0,0,0,1,0,0,2016,13998,16260,20,68.9,1.5
0,0,0,0,1,0,0,0,1,2017,21498,26072,200,39.8,3.0
1,0,0,0,0,0,0,0,1,2019,21998,15856,145,65.7,2.0
0,0,0,0,1,0,0,0,1,2018,20498,22866,145,48.7,2.0
0,0,0,0,1,0,0,0,1,2015,17498,41896,260,37.2,3.0
1,0,0,0,0,0,1,0,0,2014,10998,61500,30,62.8,2.0
